Item_Id,Item_Description,Unit_Indicator,Decimal_Indicator,US_Total,Source1,Source11
VET320190D,Veterans - females 1990 (sample),ABS,0,1151044,CENSUS-1990,
VET320200D,Veterans - females 2000 (sample),ABS,0,1593254,CENSUS-2000,
VET415200D,"Veterans by age - total, 18 to 64 years 2000 (sample)",ABS,0,16740194,CENSUS-2000,
VET425200D,"Veterans by age - males, 18 to 64 years 2000 (sample)",ABS,0,15494594,CENSUS-2000,
VET435200D,"Veterans by age - females, 18 to 64 years 2000 (sample)",ABS,0,1245600,CENSUS-2000,
VET440190D,"Veterans by age - total, 65 years and over 1990 (sample)",ABS,0,7158654,CENSUS-1990,
VET440200D,"Veterans by age - total, 65 years and over 2000 (sample)",ABS,0,9663509,CENSUS-2000,
VET450190D,"Veterans by age - males, 65 years and over 1990 (sample)",ABS,0,6829732,CENSUS-1990,
VET450200D,"Veterans by age - males, 65 years and over 2000 (sample)",ABS,0,9315855,CENSUS-2000,
VET460190D,"Veterans by age - females, 65 years and over 1990 (sample)",ABS,0,328922,CENSUS-1990,
VET460200D,"Veterans by age - females, 65 years and over 2000 (sample)",ABS,0,347654,CENSUS-2000,
VET510180D,Nonveterans - total 1980 (sample),ABS,0,141064863,CENSUS-1980,
VET510190D,Nonveterans - total 1990 (sample),ABS,0,162639288,CENSUS-1990,
VET510200D,Nonveterans - total 2000 (sample),ABS,0,181726649,CENSUS-2000,
VET600209D,Civilian population 18 years and over 2005-2009,ABS,0,226148027,CENSUS-ACS,
VET605209D,Veterans - total 2005-2009,ABS,0,22894578,CENSUS-ACS,
VET610209D,Male veterans - percent 2005-2009,PCT,1,93.1,CENSUS-ACS,
VET615209D,"Veterans by age - males, 18 to 34 years 2005-2009",ABS,0,1528480,CENSUS-ACS,
VET620209D,"Veterans by age - males, 35 to 54 years 2005-2009",ABS,0,5391735,CENSUS-ACS,
VET625209D,"Veterans by age - males, 55 to 64 years 2005-2009",ABS,0,5606471,CENSUS-ACS,
VET630209D,"Veterans by age - males, 65 to 74 years 2005-2009",ABS,0,4146894,CENSUS-ACS,
VET635209D,"Veterans by age - males, 75 years and over 2005-2009",ABS,0,4651040,CENSUS-ACS,
VET640209D,Female veterans - percent 2005-2009,PCT,1,6.9,CENSUS-ACS,
VET645209D,"Veterans by age - females, 18 to 34 years 2005-2009",ABS,0,331639,CENSUS-ACS,
VET650209D,"Veterans by age - females, 35 to 54 years 2005-2009",ABS,0,741705,CENSUS-ACS,
VET655209D,"Veterans by age - females, 55 to 64 years 2005-2009",ABS,0,198430,CENSUS-ACS,
VET660209D,"Veterans by age - females, 65 to 74 years 2005-2009",ABS,0,106770,CENSUS-ACS,
VET665209D,"Veterans by age - females, 75 years and over 2005-2009",ABS,0,191414,CENSUS-ACS,
VET670209D,Nonveterans - total 2005-2009,ABS,0,203253449,CENSUS-ACS,
VST010170D,Births 1970,ABS,0,3731432,CDC-NCHS,
VST010175D,Births 1975,ABS,0,3144244,CDC-NCHS,
VST010180D,Births 1980,ABS,0,3612258,CDC-NCHS,
VST010185D,Births 1985,ABS,0,3758072,CDC-NCHS,
VST010190D,Births 1990,ABS,0,4158212,CDC-NCHS,
VST010191D,Births 1991,ABS,0,4110907,CDC-NCHS,
VST010192D,Births 1992,ABS,0,4065014,CDC-NCHS,
VST010193D,Births 1993,ABS,0,4000240,CDC-NCHS,
VST010194D,Births 1994,ABS,0,3952767,CDC-NCHS,
VST010195D,Births 1995,ABS,0,3899589,CDC-NCHS,
VST010196D,Births 1996,ABS,0,3891494,CDC-NCHS,
VST010197D,Births 1997,ABS,0,3880894,CDC-NCHS,
VST010198D,Births 1998,ABS,0,3941553,CDC-NCHS,
VST010199D,Births 1999,ABS,0,3959417,CDC-NCHS,
VST010200D,Births 2000,ABS,0,4058814,CDC-NCHS,
VST010201D,Births 2001,ABS,0,4025933,CDC-NCHS,
VST010202D,Births 2002,ABS,0,4021726,CDC-NCHS,
VST010203D,Births 2003,ABS,0,4089950,CDC-NCHS,
VST010204D,Births 2004,ABS,0,4112052,CDC-NCHS,
VST010205D,Births 2005,ABS,0,4138349,CDC-NCHS,
VST010206D,Births 2006,ABS,0,4265555,CDC-NCHS,
VST010207D,Births 2007,ABS,0,4316233,CDC-NCHS,
VST020170D,"Births per 1,000 population 1970",RTE,1,18.4,CDC-NCHS,
VST020175D,"Births per 1,000 population 1975",RTE,1,14.6,CDC-NCHS,
VST020180D,"Births per 1,000 population 1980",RTE,1,15.9,CDC-NCHS,
VST020185D,"Births per 1,000 population 1985",RTE,1,15.8,CDC-NCHS,
VST020190D,"Births per 1,000 population 1990",RTE,1,16.7,CDC-NCHS,
VST020191D,"Births per 1,000 population 1991",RTE,1,16.2,CDC-NCHS,
VST020192D,"Births per 1,000 population 1992",RTE,1,15.8,CDC-NCHS,
VST020193D,"Births per 1,000 population 1993",RTE,1,15.4,CDC-NCHS,
VST020194D,"Births per 1,000 population 1994",RTE,1,15,CDC-NCHS,
VST020195D,"Births per 1,000 population 1995",RTE,1,14.6,CDC-NCHS,
VST020196D,"Births per 1,000 population 1996",RTE,1,14.4,CDC-NCHS,
VST020197D,"Births per 1,000 population 1997",RTE,1,14.2,CDC-NCHS,
VST020198D,"Births per 1,000 population 1998",RTE,1,14.3,CDC-NCHS,
VST020199D,"Births per 1,000 population 1999",RTE,1,14.2,CDC-NCHS,
VST020200D,"Births per 1,000 population 2000",RTE,1,14.4,CDC-NCHS,
VST020201D,"Births per 1,000 population 2001",RTE,1,14.1,CDC-NCHS,
VST020202D,"Births per 1,000 population 2002",RTE,1,14,CDC-NCHS,
VST020203D,"Births per 1,000 population 2003",RTE,1,14.1,CDC-NCHS,
VST020204D,"Births per 1,000 population 2004",RTE,1,14,CDC-NCHS,
VST020205D,"Births per 1,000 population 2005",RTE,1,14,CDC-NCHS,
VST020206D,"Births per 1,000 population 2006",RTE,1,14.3,CDC-NCHS,
VST020207D,"Births per 1,000 population 2007",RTE,1,14.3,CDC-NCHS,
VST140190D,Population used to calculate birth and death rates 1990,ABS,0,248718302,CENSUSPOPEST,
VST140191D,Population used to calculate birth and death rates 1991,ABS,0,252980941,CENSUSPOPEST,
VST140192D,Population used to calculate birth and death rates 1992,ABS,0,256514224,CENSUSPOPEST,
VST140193D,Population used to calculate birth and death rates 1993,ABS,0,259918588,CENSUSPOPEST,
VST140194D,Population used to calculate birth and death rates 1994,ABS,0,263125821,CENSUSPOPEST,
VST140195D,Population used to calculate birth and death rates 1995,ABS,0,266278393,CENSUSPOPEST,
VST140196D,Population used to calculate birth and death rates 1996,ABS,0,269394284,CENSUSPOPEST,
VST140197D,Population used to calculate birth and death rates 1997,ABS,0,272646925,CENSUSPOPEST,
VST140198D,Population used to calculate birth and death rates 1998,ABS,0,275854104,CENSUSPOPEST,
VST140199D,Population used to calculate birth and death rates 1999,ABS,0,279040168,CENSUSPOPEST,
VST140200D,Population used to calculate birth and death rates 2000,ABS,0,282192162,CENSUSPOPEST,
VST140201D,Population used to calculate birth and death rates 2001,ABS,0,285102075,CENSUSPOPEST,
VST140202D,Population used to calculate birth and death rates 2002,ABS,0,287941220,CENSUSPOPEST,
VST140203D,Population used to calculate birth and death rates 2003,ABS,0,290788976,CENSUSPOPEST,
VST140204D,Population used to calculate birth and death rates 2004,ABS,0,293656842,CENSUSPOPEST,
VST140205D,Population used to calculate birth and death rates 2005,ABS,0,295895897,CENSUSPOPEST,
VST140206D,Population used to calculate birth and death rates 2006,ABS,0,298362973,CENSUSPOPEST,
VST140207D,Population used to calculate birth and death rates 2007,ABS,0,301579895,CENSUSPOPEST,
VST210170D,Deaths 1970,ABS,0,1921031,CDC-NCHS,
VST210175D,Deaths 1975,ABS,0,1892879,CDC-NCHS,
VST210180D,Deaths 1980,ABS,0,1989841,CDC-NCHS,
VST210185D,Deaths 1985,ABS,0,2086440,CDC-NCHS,
VST210190D,Deaths 1990,ABS,0,2148463,CDC-NCHS,
VST210191D,Deaths 1991,ABS,0,2169518,CDC-NCHS,
VST210192D,Deaths 1992,ABS,0,2175613,CDC-NCHS,
VST210193D,Deaths 1993,ABS,0,2268553,CDC-NCHS,
VST210194D,Deaths 1994,ABS,0,2278994,CDC-NCHS,
VST210195D,Deaths 1995,ABS,0,2312132,CDC-NCHS,
VST210196D,Deaths 1996,ABS,0,2314690,CDC-NCHS,
VST210197D,Deaths 1997,ABS,0,2314245,CDC-NCHS,
VST210198D,Deaths 1998,ABS,0,2337256,CDC-NCHS,
VST210199D,Deaths 1999,ABS,0,2391399,CDC-NCHS,
VST210200D,Deaths 2000,ABS,0,2403351,CDC-NCHS,
VST210201D,Deaths 2001,ABS,0,2416425,CDC-NCHS,
VST210202D,Deaths 2002,ABS,0,2443387,CDC-NCHS,
VST210203D,Deaths 2003,ABS,0,2448288,CDC-NCHS,
VST210204D,Deaths 2004,ABS,0,2397615,CDC-NCHS,
VST210205D,Deaths 2005,ABS,0,2448017,CDC-NCHS,
VST210206D,Deaths 2006,ABS,0,2426264,CDC-NCHS,
VST210207D,Deaths 2007,ABS,0,2423712,CDC-NCHS,
VST220170D,"Deaths per 1,000 population 1970",RTE,1,9.4,CDC-NCHS,
VST220175D,"Deaths per 1,000 population 1975",RTE,1,8.8,CDC-NCHS,
VST220180D,"Deaths per 1,000 population 1980",RTE,1,8.8,CDC-NCHS,
VST220185D,"Deaths per 1,000 population 1985",RTE,1,8.8,CDC-NCHS,
VST220190D,"Deaths per 1,000 population 1990",RTE,1,8.6,CDC-NCHS,
VST220191D,"Deaths per 1,000 population 1991",RTE,1,8.6,CDC-NCHS,
VST220192D,"Deaths per 1,000 population 1992",RTE,1,8.5,CDC-NCHS,
VST220193D,"Deaths per 1,000 population 1993",RTE,1,8.7,CDC-NCHS,
VST220194D,"Deaths per 1,000 population 1994",RTE,1,8.7,CDC-NCHS,
VST220195D,"Deaths per 1,000 population 1995",RTE,1,8.7,CDC-NCHS,
VST220196D,"Deaths per 1,000 population 1996",RTE,1,8.6,CDC-NCHS,
VST220197D,"Deaths per 1,000 population 1997",RTE,1,8.5,CDC-NCHS,
VST220198D,"Deaths per 1,000 population 1998",RTE,1,8.5,CDC-NCHS,
VST220199D,"Deaths per 1,000 population 1999",RTE,1,8.6,CDC-NCHS,
VST220200D,"Deaths per 1,000 population 2000",RTE,1,8.5,CDC-NCHS,
VST220201D,"Deaths per 1,000 population 2001",RTE,1,8.5,CDC-NCHS,
VST220202D,"Deaths per 1,000 population 2002",RTE,1,8.5,CDC-NCHS,
VST220203D,"Deaths per 1,000 population 2003",RTE,1,8.4,CDC-NCHS,
VST220204D,"Deaths per 1,000 population 2004",RTE,1,8.2,CDC-NCHS,
VST220205D,"Deaths per 1,000 population 2005",RTE,1,8.3,CDC-NCHS,
VST220206D,"Deaths per 1,000 population 2006",RTE,1,8.1,CDC-NCHS,
VST220207D,"Deaths per 1,000 population 2007",RTE,1,8,CDC-NCHS,
VST410190D,Infant deaths under one year 1990,ABS,0,38351,CDC-NCHS,
VST410191D,Infant deaths under one year 1991,ABS,0,36766,CDC-NCHS,
VST410192D,Infant deaths under one year 1992,ABS,0,34628,CDC-NCHS,
VST410193D,Infant deaths under one year 1993,ABS,0,33466,CDC-NCHS,
VST410194D,Infant deaths under one year 1994,ABS,0,31710,CDC-NCHS,
VST410195D,Infant deaths under one year 1995,ABS,0,29583,CDC-NCHS,
VST410196D,Infant deaths under one year 1996,ABS,0,28487,CDC-NCHS,
VST410197D,Infant deaths under one year 1997,ABS,0,28045,CDC-NCHS,
VST410198D,Infant deaths under one year 1998,ABS,0,28371,CDC-NCHS,
VST410199D,Infant deaths under one year 1999,ABS,0,27937,CDC-NCHS,
VST410200D,Infant deaths under one year 2000,ABS,0,28035,CDC-NCHS,
VST410201D,Infant deaths under one year 2001,ABS,0,27568,CDC-NCHS,
VST410202D,Infant deaths under one year 2002,ABS,0,28034,CDC-NCHS,
VST410203D,Infant deaths under one year 2003,ABS,0,28025,CDC-NCHS,
VST410204D,Infant deaths under one year 2004,ABS,0,27936,CDC-NCHS,
VST410205D,Infant deaths under one year 2005,ABS,0,28440,CDC-NCHS,
VST410206D,Infant deaths under one year 2006,ABS,0,28527,CDC-NCHS,
VST410207D,Infant deaths under one year 2007,ABS,0,29138,CDC-NCHS,
VST420190D,"Infant deaths per 1,000 live births 1990",RTE,1,9.2,CDC-NCHS,
VST420191D,"Infant deaths per 1,000 live births 1991",RTE,1,8.9,CDC-NCHS,
VST420192D,"Infant deaths per 1,000 live births 1992",RTE,1,8.5,CDC-NCHS,
VST420193D,"Infant deaths per 1,000 live births 1993",RTE,1,8.4,CDC-NCHS,
VST420194D,"Infant deaths per 1,000 live births 1994",RTE,1,8,CDC-NCHS,
VST420195D,"Infant deaths per 1,000 live births 1995",RTE,1,7.6,CDC-NCHS,
VST420196D,"Infant deaths per 1,000 live births 1996",RTE,1,7.3,CDC-NCHS,
VST420197D,"Infant deaths per 1,000 live births 1997",RTE,1,7.2,CDC-NCHS,
VST420198D,"Infant deaths per 1,000 live births 1998",RTE,1,7.2,CDC-NCHS,
VST420199D,"Infant deaths per 1,000 live births 1999",RTE,1,7.1,CDC-NCHS,
VST420200D,"Infant deaths per 1,000 live births 2000",RTE,1,6.9,CDC-NCHS,
VST420201D,"Infant deaths per 1,000 live births 2001",RTE,1,6.8,CDC-NCHS,
VST420202D,"Infant deaths per 1,000 live births 2002",RTE,1,7,CDC-NCHS,
VST420203D,"Infant deaths per 1,000 live births 2003",RTE,1,6.9,CDC-NCHS,
VST420204D,"Infant deaths per 1,000 live births 2004",RTE,1,6.8,CDC-NCHS,
VST420205D,"Infant deaths per 1,000 live births 2005",RTE,1,6.9,CDC-NCHS,
VST420206D,"Infant deaths per 1,000 live births 2006",RTE,1,6.7,CDC-NCHS,
VST420207D,"Infant deaths per 1,000 live births 2007",RTE,1,6.8,CDC-NCHS,
WAT110190D,Water use: total population served 1990,THO,2,248712.41,USGS,
WAT110195D,Water use: total population served 1995,THO,2,263210,USGS,
WAT110200D,Water use: total population served 2000,THO,2,281081,USGS,
WAT110205D,Water use: total population served 2005,THO,2,296981,USGS,
WAT120190D,Water use: total withdrawals 1990,MGD,2,404693.84,USGS,
WAT120195D,Water use: total withdrawals 1995,MGD,2,398958,USGS,
WAT120200D,Water use: total withdrawals 2000,MGD,2,405042,USGS,
WAT120205D,Water use: total withdrawals 2005,MGD,2,406850,USGS,
WAT130190D,Water use: per capita use 1990,GLD,2,1627.16,USGS,
WAT130195D,Water use: per capita use 1995,GLD,2,1515.74,USGS,
WAT130200D,Water use: per capita use 2000,GLD,2,1441.02,USGS,
WAT130205D,Water use: per capita use 2005,GLD,2,1369.95,USGS,
WAT140190D,"Water use: total withdrawals by source, ground water 1990",MGD,2,80478.39,USGS,
WAT140195D,"Water use: total withdrawals by source, ground water 1995",MGD,2,77344.3,USGS,
WAT140200D,"Water use: total withdrawals by source, ground water 2000",MGD,2,84361.97,USGS,
WAT140205D,"Water use: total withdrawals by source, ground water 2005",MGD,2,82451.82,USGS,
WAT150190D,"Water use: total withdrawals by source, surface water 1990",MGD,2,324215.45,USGS,
WAT150195D,"Water use: total withdrawals by source, surface water 1995",MGD,2,321119,USGS,
WAT150200D,"Water use: total withdrawals by source, surface water 2000",MGD,2,320183,USGS,
WAT150205D,"Water use: total withdrawals by source, surface water 2005",MGD,2,325001,USGS,
WAT210190D,"Public supply water use: population served, total 1990",THO,2,206167.34,USGS,
WAT210195D,"Public supply water use: population served, total 1995",THO,2,221413,USGS,
WAT210200D,"Public supply water use: population served, total 2000",THO,2,238146.6,USGS,
WAT210205D,"Public supply water use: population served, total 2005",THO,2,254047,USGS,
WAT220190D,Public supply water use: total withdrawals 1990,MGD,2,38139.16,USGS,
WAT220195D,Public supply water use: total withdrawals 1995,MGD,2,39762.5,USGS,
WAT220200D,Public supply water use: total withdrawals 2000,MGD,2,42780.91,USGS,
WAT220205D,Public supply water use: total withdrawals 2005,MGD,2,43542.08,USGS,
WAT230190D,Public supply water use: per capita use 1990,GLD,2,184.99,USGS,
WAT230195D,Public supply water use: per capita use 1995,GLD,2,179.59,USGS,
WAT230200D,Public supply water use: per capita use 2000,GLD,2,179.64,USGS,
WAT230205D,Public supply water use: per capita use 2005,GLD,2,171.39,USGS,
WAT240190D,"Public supply water use: total withdrawals by source, ground water 1990",MGD,2,14978.93,USGS,
WAT240195D,"Public supply water use: total withdrawals by source, ground water 1995",MGD,2,15004.7,USGS,
WAT240200D,"Public supply water use: total withdrawals by source, ground water 2000",MGD,2,15910.98,USGS,
WAT240205D,"Public supply water use: total withdrawals by source, ground water 2005",MGD,2,14502.92,USGS,
WAT250190D,"Public supply water use: total withdrawals by source, surface water 1990",MGD,2,23160.23,USGS,
WAT250195D,"Public supply water use: total withdrawals by source, surface water 1995",MGD,2,24757.8,USGS,
WAT250200D,"Public supply water use: total withdrawals by source, surface water 2000",MGD,2,26869.43,USGS,
WAT250205D,"Public supply water use: total withdrawals by source, surface water 2005",MGD,2,29038.96,USGS,
WAT310190D,Domestic water use: self-supplied population 1990,THO,2,42545.07,USGS,
WAT310195D,Domestic water use: self-supplied population 1995,THO,2,42126,USGS,
WAT310200D,Domestic water use: self-supplied population 2000,THO,2,43432,USGS,
WAT310205D,Domestic water use: self-supplied population 2005,THO,2,42833.6,USGS,
WAT320190D,Domestic water use: total self-supplied withdrawals 1990,MGD,2,3380.02,USGS,
WAT320195D,Domestic water use: total self-supplied withdrawals 1995,MGD,2,3376.6,USGS,
WAT320200D,Domestic water use: total self-supplied withdrawals 2000,MGD,2,3587.43,USGS,
WAT320205D,Domestic water use: total self-supplied withdrawals 2005,MGD,2,3825.94,USGS,
WAT330190D,Domestic water use: self-supplied per capita use 1990,GLD,2,79.45,USGS,
WAT330195D,Domestic water use: self-supplied per capita use 1995,GLD,2,80.15,USGS,
WAT330200D,Domestic water use: self-supplied per capita use 2000,GLD,2,82.6,USGS,
WAT330205D,Domestic water use: self-supplied per capita use 2005,GLD,2,89.32,USGS,
WAT340190D,"Domestic water use: total self-supplied withdrawals by source, ground water 1990",MGD,2,3252.1,USGS,
WAT340195D,"Domestic water use: total self-supplied withdrawals by source, ground water 1995",MGD,2,3343.6,USGS,
